Reference,Set,SetID,Mineral,Mineral_formula,Sorbate,Temp,pH,Electrolyte1,Electrolyte1_val,Electrolyte2,Electrolyte2_val,Mineralsites,Sorbed_val
synthetic_study_2,41,116,goethite,FeOOH,Se(+4),25.12482366421664,3.9315737600880105,Na(+1),0.0010044690431968437,NO3(-1),0.0010044690431968437,2.3,72.9129579169281
synthetic_study_2,85,117,goethite,FeOOH,Se(+4),24.88874401513715,8.135088047662576,Na(+1),0.004215510467640773,NO3(-1),0.004215510467640773,2.3,4.044274939622129
synthetic_study_0,21,118,goethite,FeOOH,Se(+4),25.161525401432318,5.610505468782481,Na(+1),0.0010463666646032077,NO3(-1),0.0010463666646032077,2.3,36.92843504854937
synthetic_study_1,43,119,goethite,FeOOH,Se(+4),24.82252264247874,6.738854026368381,Na(+1),0.0048927551911389575,NO3(-1),0.0048927551911389575,2.3,9.950547275673712
synthetic_study_2,80,120,goethite,FeOOH,Se(+4),25.13792367064801,7.751483018674886,Na(+1),0.1274970910412141,NO3(-1),0.1274970910412141,2.3,6.408777449192975
synthetic_study_1,40,121,goethite,FeOOH,Se(+4),25.02576216056006,7.68659709163711,Na(+1),0.010185495857712152,NO3(-1),0.010185495857712152,2.3,4.276890750467855
synthetic_study_2,39,122,goethite,FeOOH,Se(+4),24.952055979621825,4.426162990406869,Na(+1),0.004381523896607447,NO3(-1),0.004381523896607447,2.3,65.79224554726004
synthetic_study_3,46,123,goethite,FeOOH,Se(+4),24.66374750353353,6.228146249153335,Na(+1),0.3283952938089267,NO3(-1),0.3283952938089267,2.3,24.47453449104284
synthetic_study_0,44,124,goethite,FeOOH,Se(+4),25.39017829591652,5.194449019310745,Na(+1),0.05756294359822974,NO3(-1),0.05756294359822974,2.3,46.076777139105694
synthetic_study_1,103,125,goethite,FeOOH,Se(+4),24.887830814444385,10.332728485814789,Na(+1),0.12724148522824605,NO3(-1),0.12724148522824605,2.3,0.0
synthetic_study_0,103,126,goethite,FeOOH,Se(+4),24.63095269202683,7.532767269210192,Na(+1),0.44819279653129523,NO3(-1),0.44819279653129523,2.3,8.688819177012721
synthetic_study_3,99,127,goethite,FeOOH,Se(+4),25.401475802024404,5.149595740854549,Na(+1),0.006084357760964848,NO3(-1),0.006084357760964848,2.3,57.04579114237301
synthetic_study_1,9,128,goethite,FeOOH,Se(+4),24.7462993985448,4.4982656031382975,Na(+1),0.0015657779393907195,NO3(-1),0.0015657779393907195,2.3,67.99586679292112
synthetic_study_2,12,129,goethite,FeOOH,Se(+4),24.732919882707876,2.6052484818939297,Na(+1),0.15474636481394458,NO3(-1),0.15474636481394458,2.3,93.79877599833186
synthetic_study_2,95,130,goethite,FeOOH,Se(+4),25.048462133997866,3.1373387849912726,Na(+1),0.42312302956360054,NO3(-1),0.42312302956360054,2.3,87.52493774753833
synthetic_study_0,31,131,goethite,FeOOH,Se(+4),24.57020347853228,8.997017054253021,Na(+1),0.05109829478278361,NO3(-1),0.05109829478278361,2.3,0.0
synthetic_study_3,103,132,goethite,FeOOH,Se(+4),24.800770262027246,4.418396179108039,Na(+1),0.46661996278774126,NO3(-1),0.46661996278774126,2.3,79.32417546233286
synthetic_study_3,89,133,goethite,FeOOH,Se(+4),24.459850645258463,7.6376585273516815,Na(+1),0.015571259439262467,NO3(-1),0.015571259439262467,2.3,10.674065340286651
synthetic_study_2,149,134,goethite,FeOOH,Se(+4),24.430268749985963,10.108652700896181,Na(+1),0.22909752200773523,NO3(-1),0.22909752200773523,2.3,8.822457754193819
synthetic_study_2,13,135,goethite,FeOOH,Se(+4),24.99628958931485,3.46678616372445,Na(+1),0.05481249669394315,NO3(-1),0.05481249669394315,2.3,86.80566708737054
synthetic_study_2,149,136,goethite,FeOOH,Se(+4),24.9368380066042,9.973552455129436,Na(+1),0.012038477575040611,NO3(-1),0.012038477575040611,2.3,2.0085291547527433
synthetic_study_0,114,137,goethite,FeOOH,Se(+4),25.376233688656853,4.016746666902342,Na(+1),0.16314896014836594,NO3(-1),0.16314896014836594,2.3,79.98165218068714
synthetic_study_2,72,138,goethite,FeOOH,Se(+4),25.54131215939282,9.581960022016506,Na(+1),0.002539595188258261,NO3(-1),0.002539595188258261,2.3,6.297786174589275
synthetic_study_2,111,139,goethite,FeOOH,Se(+4),25.082001716097793,8.329135626769812,Na(+1),0.043624577694554655,NO3(-1),0.043624577694554655,2.3,6.803880348137264
synthetic_study_3,10,140,goethite,FeOOH,Se(+4),25.123513341390176,9.068848971114392,Na(+1),0.19414742873079535,NO3(-1),0.19414742873079535,2.3,0.0
synthetic_study_2,26,141,goethite,FeOOH,Se(+4),24.643503842655107,5.347425097166496,Na(+1),0.23130698369195513,NO3(-1),0.23130698369195513,2.3,51.382286992884524
synthetic_study_0,69,142,goethite,FeOOH,Se(+4),24.86359761690727,4.817592027614169,Na(+1),0.0024953193583422645,NO3(-1),0.0024953193583422645,2.3,50.48632000979973
synthetic_study_0,147,143,goethite,FeOOH,Se(+4),25.029541865096878,7.233596572632212,Na(+1),0.2839245785858376,NO3(-1),0.2839245785858376,2.3,11.873081619451815
synthetic_study_1,63,144,goethite,FeOOH,Se(+4),25.294736800249098,7.445549217050661,Na(+1),0.002283332695164662,NO3(-1),0.002283332695164662,2.3,0.35397918415238383
synthetic_study_2,121,145,goethite,FeOOH,Se(+4),25.183209316722678,9.37857707759376,Na(+1),0.4279999676439218,NO3(-1),0.4279999676439218,2.3,2.0082629435699477
synthetic_study_2,85,146,goethite,FeOOH,Se(+4),24.949326873297828,3.474358907278498,Na(+1),0.1515059414827587,NO3(-1),0.1515059414827587,2.3,93.55185193181488
synthetic_study_3,17,147,goethite,FeOOH,Se(+4),24.94388014164915,5.739269073470769,Na(+1),0.006136621155684671,NO3(-1),0.006136621155684671,2.3,36.97652648900259
synthetic_study_2,111,148,goethite,FeOOH,Se(+4),24.75423428046408,4.300419731717608,Na(+1),0.07577105963284757,NO3(-1),0.07577105963284757,2.3,69.76591097718467
synthetic_study_3,133,149,goethite,FeOOH,Se(+4),24.57663513811796,5.356209687545246,Na(+1),1.083977328271514,NO3(-1),1.083977328271514,2.3,54.38328269231127
synthetic_study_0,137,150,goethite,FeOOH,Se(+4),24.727913871869074,4.60868202447785,Na(+1),0.0014620248703934398,NO3(-1),0.0014620248703934398,2.3,53.57152850223894
synthetic_study_3,43,151,goethite,FeOOH,Se(+4),24.980257668520032,3.4590528227797455,Na(+1),0.22389700473134025,NO3(-1),0.22389700473134025,2.3,93.68169785023905
synthetic_study_0,120,152,goethite,FeOOH,Se(+4),25.0664548616737,4.94294332071729,Na(+1),0.17200256125341937,NO3(-1),0.17200256125341937,2.3,62.67035655371153
synthetic_study_3,71,153,goethite,FeOOH,Se(+4),24.93416653787284,10.459175580038796,Na(+1),0.11490297545684233,NO3(-1),0.11490297545684233,2.3,0.0
synthetic_study_2,96,154,goethite,FeOOH,Se(+4),25.08667879289014,8.037585578500572,Na(+1),0.11925785293777481,NO3(-1),0.11925785293777481,2.3,0.978084762377089
synthetic_study_3,20,155,goethite,FeOOH,Se(+4),25.54240642594483,7.221038884687771,Na(+1),0.011077673699870198,NO3(-1),0.011077673699870198,2.3,10.968818051223646
synthetic_study_2,76,156,goethite,FeOOH,Se(+4),25.064700004962713,8.90127104204793,Na(+1),0.001185154541708968,NO3(-1),0.001185154541708968,2.3,0.0
synthetic_study_3,67,157,goethite,FeOOH,Se(+4),24.90801395072655,7.65157266956189,Na(+1),0.018674407806787776,NO3(-1),0.018674407806787776,2.3,6.145281230129756
synthetic_study_3,74,158,goethite,FeOOH,Se(+4),24.966613179844025,6.212556208802411,Na(+1),0.6903710953180671,NO3(-1),0.6903710953180671,2.3,31.86519554928601
synthetic_study_3,122,159,goethite,FeOOH,Se(+4),24.39534455041539,6.630798744814845,Na(+1),0.05268425996547045,NO3(-1),0.05268425996547045,2.3,15.006089102430284
synthetic_study_1,29,160,goethite,FeOOH,Se(+4),25.167039364387946,2.887387914614391,Na(+1),0.007965759678030286,NO3(-1),0.007965759678030286,2.3,90.89496854073673
synthetic_study_0,84,161,goethite,FeOOH,Se(+4),25.06884455019936,8.449020033988397,Na(+1),0.005783076469792735,NO3(-1),0.005783076469792735,2.3,2.6060729763178605
synthetic_study_1,107,162,goethite,FeOOH,Se(+4),25.073240825223976,5.3576372276458955,Na(+1),0.05315957634571689,NO3(-1),0.05315957634571689,2.3,49.18979583461374
synthetic_study_1,11,163,goethite,FeOOH,Se(+4),24.733058371351195,9.16540453410894,Na(+1),0.4851423342965959,NO3(-1),0.4851423342965959,2.3,0.0
synthetic_study_0,97,164,goethite,FeOOH,Se(+4),24.75764058900761,5.801714498775661,Na(+1),0.001382018951321514,NO3(-1),0.001382018951321514,2.3,25.227241055492122
synthetic_study_0,47,165,goethite,FeOOH,Se(+4),24.576698507854147,7.953510261689737,Na(+1),0.0019100693923201288,NO3(-1),0.0019100693923201288,2.3,6.658183549955876
synthetic_study_1,45,166,goethite,FeOOH,Se(+4),25.012571101768224,5.98903573222648,Na(+1),0.038673956062737234,NO3(-1),0.038673956062737234,2.3,19.346538866247208
synthetic_study_1,81,167,goethite,FeOOH,Se(+4),25.85261593092193,3.743501965566189,Na(+1),0.3573908046215735,NO3(-1),0.3573908046215735,2.3,90.36214737681618
synthetic_study_0,5,168,goethite,FeOOH,Se(+4),25.133697241159876,6.653675353226634,Na(+1),0.16269259597910288,NO3(-1),0.16269259597910288,2.3,24.240760697346726
synthetic_study_0,66,169,goethite,FeOOH,Se(+4),25.612374636703994,10.218782738774156,Na(+1),0.13227240159264403,NO3(-1),0.13227240159264403,2.3,8.02040329106143
synthetic_study_2,51,170,goethite,FeOOH,Se(+4),24.758657446185758,4.467620641790188,Na(+1),0.4320755026527777,NO3(-1),0.4320755026527777,2.3,64.94651770799075
synthetic_study_0,72,171,goethite,FeOOH,Se(+4),25.045006982219064,4.02964909085724,Na(+1),0.004996073551086116,NO3(-1),0.004996073551086116,2.3,73.60507518081339
synthetic_study_3,130,172,goethite,FeOOH,Se(+4),25.307397475222828,9.245297601767518,Na(+1),0.0661153743960204,NO3(-1),0.0661153743960204,2.3,0.0
synthetic_study_2,149,173,goethite,FeOOH,Se(+4),25.362115716474502,5.541763910315447,Na(+1),0.02413842931807508,NO3(-1),0.02413842931807508,2.3,45.79697486997282
synthetic_study_0,83,174,goethite,FeOOH,Se(+4),24.47094196483044,6.586220836386675,Na(+1),0.4830119175198215,NO3(-1),0.4830119175198215,2.3,24.47311135517496
synthetic_study_1,74,175,goethite,FeOOH,Se(+4),24.855434516518457,6.9953975255611285,Na(+1),1.5518266461102963,NO3(-1),1.5518266461102963,2.3,20.62987832759686
synthetic_study_3,21,176,goethite,FeOOH,Se(+4),25.293844789609267,7.152388592452736,Na(+1),0.5327682841902931,NO3(-1),0.5327682841902931,2.3,15.987988893909348
synthetic_study_3,147,177,goethite,FeOOH,Se(+4),25.49373558095499,8.955788243737977,Na(+1),0.0729048117017531,NO3(-1),0.0729048117017531,2.3,0.0
synthetic_study_3,116,178,goethite,FeOOH,Se(+4),24.79331657246356,5.762859633275553,Na(+1),1.0772449993050257,NO3(-1),1.0772449993050257,2.3,44.60585411265822
synthetic_study_0,8,179,goethite,FeOOH,Se(+4),24.7587317147459,6.550796721410756,Na(+1),0.0023101342374079225,NO3(-1),0.0023101342374079225,2.3,6.050452918264282
synthetic_study_1,90,180,goethite,FeOOH,Se(+4),24.569351436747233,3.162694274592104,Na(+1),0.08165601699579743,NO3(-1),0.08165601699579743,2.3,93.10246781436406
synthetic_study_0,133,181,goethite,FeOOH,Se(+4),24.95158948075411,9.512630766246449,Na(+1),0.8871495485974723,NO3(-1),0.8871495485974723,2.3,1.9366392909653056
synthetic_study_2,58,182,goethite,FeOOH,Se(+4),24.775947502004932,7.884218588903012,Na(+1),0.13914084431579934,NO3(-1),0.13914084431579934,2.3,4.801142830853675
synthetic_study_0,62,183,goethite,FeOOH,Se(+4),25.51050312420365,5.169809781139645,Na(+1),0.09316907603644176,NO3(-1),0.09316907603644176,2.3,54.39434291644433
synthetic_study_1,31,184,goethite,FeOOH,Se(+4),25.422638404042754,3.919466952287408,Na(+1),0.047326800337034146,NO3(-1),0.047326800337034146,2.3,84.03922221390383
synthetic_study_2,128,185,goethite,FeOOH,Se(+4),25.05678223053967,6.732752934077081,Na(+1),0.0019356082939528056,NO3(-1),0.0019356082939528056,2.3,9.083908765190566
synthetic_study_2,111,186,goethite,FeOOH,Se(+4),25.402886424441146,3.8980061364809533,Na(+1),0.0026250561062094425,NO3(-1),0.0026250561062094425,2.3,78.40149027244007
synthetic_study_0,137,187,goethite,FeOOH,Se(+4),25.22498115220446,5.424622829222711,Na(+1),0.30535763634502666,NO3(-1),0.30535763634502666,2.3,55.05628664291341
synthetic_study_1,21,188,goethite,FeOOH,Se(+4),25.015515365368742,6.895728739452533,Na(+1),0.006230893496585899,NO3(-1),0.006230893496585899,2.3,13.080359119534092
synthetic_study_1,81,189,goethite,FeOOH,Se(+4),25.2187708959233,6.418551372434879,Na(+1),0.4364772288906639,NO3(-1),0.4364772288906639,2.3,25.885116700338695
synthetic_study_1,137,190,goethite,FeOOH,Se(+4),25.221695525940618,6.9371008133193515,Na(+1),0.0020478931431583934,NO3(-1),0.0020478931431583934,2.3,9.968617158467536
synthetic_study_2,15,191,goethite,FeOOH,Se(+4),25.00750167567371,10.487779137060551,Na(+1),0.3514428402979681,NO3(-1),0.3514428402979681,2.3,0.0
synthetic_study_1,13,192,goethite,FeOOH,Se(+4),24.811485728941108,4.2229261773617,Na(+1),0.029063767046650545,NO3(-1),0.029063767046650545,2.3,80.31603324547453
synthetic_study_1,54,193,goethite,FeOOH,Se(+4),24.933093953690438,6.062967489983965,Na(+1),0.44947458513921945,NO3(-1),0.44947458513921945,2.3,31.47194676904274
synthetic_study_2,68,194,goethite,FeOOH,Se(+4),25.064222786011282,2.929654603296192,Na(+1),0.001117480814073261,NO3(-1),0.001117480814073261,2.3,90.18585377476283
synthetic_study_1,10,195,goethite,FeOOH,Se(+4),25.403181359250194,8.97717094811461,Na(+1),0.29987686851749956,NO3(-1),0.29987686851749956,2.3,0.6415578867266636
synthetic_study_0,75,196,goethite,FeOOH,Se(+4),24.81164787648064,7.184483292691093,Na(+1),0.02276160075216314,NO3(-1),0.02276160075216314,2.3,8.227779571684827
synthetic_study_2,122,197,goethite,FeOOH,Se(+4),24.95241013087518,9.90798469798357,Na(+1),1.582021194650801,NO3(-1),1.582021194650801,2.3,0.0
synthetic_study_1,50,198,goethite,FeOOH,Se(+4),25.359052591278797,7.76122776775958,Na(+1),0.006761075442760395,NO3(-1),0.006761075442760395,2.3,1.9495425667009902
synthetic_study_0,146,199,goethite,FeOOH,Se(+4),24.849717078098838,6.308827975192119,Na(+1),0.021896985030520087,NO3(-1),0.021896985030520087,2.3,25.69782418520839
synthetic_study_0,31,200,goethite,FeOOH,Se(+4),25.283511355764226,6.738695417181289,Na(+1),0.15687437789834408,NO3(-1),0.15687437789834408,2.3,22.89833022150585
synthetic_study_1,101,201,goethite,FeOOH,Se(+4),24.691515007996777,6.110983069111761,Na(+1),0.21338614705857825,NO3(-1),0.21338614705857825,2.3,31.37646936699121
synthetic_study_3,46,202,goethite,FeOOH,Se(+4),24.89600819081506,5.170347371255053,Na(+1),0.18618934430900103,NO3(-1),0.18618934430900103,2.3,50.46283355121322
synthetic_study_3,57,203,goethite,FeOOH,Se(+4),24.927725057985885,7.336339869391421,Na(+1),0.5538715320432149,NO3(-1),0.5538715320432149,2.3,10.670276359323513
synthetic_study_0,138,204,goethite,FeOOH,Se(+4),25.432305075032744,5.835621274742612,Na(+1),1.2351302651021026,NO3(-1),1.2351302651021026,2.3,50.15907492853687
synthetic_study_3,111,205,goethite,FeOOH,Se(+4),25.026720116485528,9.064204214622116,Na(+1),0.24241057631714275,NO3(-1),0.24241057631714275,2.3,2.8845126038205793
synthetic_study_3,141,206,goethite,FeOOH,Se(+4),24.624384069630022,9.445897175097445,Na(+1),0.049468568416036265,NO3(-1),0.049468568416036265,2.3,0.14088838722680674
synthetic_study_3,149,207,goethite,FeOOH,Se(+4),24.624217375042768,5.203255913169046,Na(+1),0.29101615781620005,NO3(-1),0.29101615781620005,2.3,51.96874262586262
synthetic_study_1,61,208,goethite,FeOOH,Se(+4),25.590295990110736,8.033600229799209,Na(+1),1.732576763327883,NO3(-1),1.732576763327883,2.3,8.061611941267117
synthetic_study_1,70,209,goethite,FeOOH,Se(+4),25.161888703173148,5.9462008287453045,Na(+1),0.0010305259113437555,NO3(-1),0.0010305259113437555,2.3,22.917935849767236
synthetic_study_1,16,210,goethite,FeOOH,Se(+4),24.863970418745595,4.447278561995212,Na(+1),0.33249052624507086,NO3(-1),0.33249052624507086,2.3,79.4706423617697
synthetic_study_1,14,211,goethite,FeOOH,Se(+4),25.251884834723715,10.415228341177798,Na(+1),0.02676523828103451,NO3(-1),0.02676523828103451,2.3,4.645486723259913
synthetic_study_3,110,212,goethite,FeOOH,Se(+4),24.796492077246917,4.404925357507442,Na(+1),0.18055794294272495,NO3(-1),0.18055794294272495,2.3,76.16386792341919
synthetic_study_0,88,213,goethite,FeOOH,Se(+4),25.114738040369,7.782359957381384,Na(+1),0.005164701742769652,NO3(-1),0.005164701742769652,2.3,4.848086094722036
synthetic_study_1,103,214,goethite,FeOOH,Se(+4),24.809995589922124,8.599628410971615,Na(+1),0.005688463471549505,NO3(-1),0.005688463471549505,2.3,4.057232169265988
synthetic_study_2,128,215,goethite,FeOOH,Se(+4),25.038844926316948,8.059233842525323,Na(+1),0.3549933155510681,NO3(-1),0.3549933155510681,2.3,6.266842226636259
synthetic_study_0,6,216,goethite,FeOOH,Se(+4),24.644051677996654,3.206966826581991,Na(+1),0.32348836500314393,NO3(-1),0.32348836500314393,2.3,91.03949739653655
synthetic_study_1,103,217,goethite,FeOOH,Se(+4),25.11586145927725,4.788494317492727,Na(+1),0.15525692606960542,NO3(-1),0.15525692606960542,2.3,70.13164670007495
synthetic_study_1,43,218,goethite,FeOOH,Se(+4),25.31546670840149,7.966921995814708,Na(+1),0.0013968613502614257,NO3(-1),0.0013968613502614257,2.3,2.936393223718045
synthetic_study_0,119,219,goethite,FeOOH,Se(+4),24.94570019911184,4.541499093631962,Na(+1),0.02794378231845676,NO3(-1),0.02794378231845676,2.3,65.11574354246231
synthetic_study_3,46,220,goethite,FeOOH,Se(+4),25.177163643352657,10.246356247841494,Na(+1),0.007341619948681284,NO3(-1),0.007341619948681284,2.3,0.0
synthetic_study_2,70,221,goethite,FeOOH,Se(+4),24.77184855038419,6.036809399360489,Na(+1),0.001599078376352078,NO3(-1),0.001599078376352078,2.3,21.972624773695948
synthetic_study_0,13,222,goethite,FeOOH,Se(+4),24.92286035284323,6.917269852849652,Na(+1),0.004635035893354639,NO3(-1),0.004635035893354639,2.3,4.839202645718298
synthetic_study_0,116,223,goethite,FeOOH,Se(+4),25.059476977832524,6.530128839010323,Na(+1),0.12454915241613596,NO3(-1),0.12454915241613596,2.3,23.709571468863885
synthetic_study_1,124,224,goethite,FeOOH,Se(+4),25.25045687972009,5.951803556326394,Na(+1),0.01101094110413639,NO3(-1),0.01101094110413639,2.3,24.923236630384398
synthetic_study_0,93,225,goethite,FeOOH,Se(+4),25.020597092402102,6.223680872416263,Na(+1),0.663765994927034,NO3(-1),0.663765994927034,2.3,26.41587602477456
synthetic_study_1,42,226,goethite,FeOOH,Se(+4),24.850777059752108,9.837549983018487,Na(+1),0.22630780318699487,NO3(-1),0.22630780318699487,2.3,0.0
synthetic_study_0,26,227,goethite,FeOOH,Se(+4),24.65588796816809,2.6873415908049756,Na(+1),0.005820470407803891,NO3(-1),0.005820470407803891,2.3,94.37188432085898
synthetic_study_0,24,228,goethite,FeOOH,Se(+4),24.958691551353386,10.258204320698738,Na(+1),0.7576490289200343,NO3(-1),0.7576490289200343,2.3,0.0
synthetic_study_3,124,229,goethite,FeOOH,Se(+4),24.651866084560055,3.4168609516053197,Na(+1),0.0015605053151814346,NO3(-1),0.0015605053151814346,2.3,87.2338169717408
synthetic_study_3,146,230,goethite,FeOOH,Se(+4),25.24100798476643,5.944104140543544,Na(+1),0.015968410702992653,NO3(-1),0.015968410702992653,2.3,25.342773538841858
synthetic_study_2,51,231,goethite,FeOOH,Se(+4),24.464630239333935,8.040761687983014,Na(+1),0.07272294599952107,NO3(-1),0.07272294599952107,2.3,8.502213468630513
synthetic_study_0,50,232,goethite,FeOOH,Se(+4),25.069027384022952,8.902152813211334,Na(+1),0.07886896383440097,NO3(-1),0.07886896383440097,2.3,4.708796214102815
synthetic_study_0,101,233,goethite,FeOOH,Se(+4),24.925573087296467,7.763877137171576,Na(+1),0.0019834941966719783,NO3(-1),0.0019834941966719783,2.3,10.803577003587481
synthetic_study_0,115,234,goethite,FeOOH,Se(+4),24.91277445242851,6.42153626733994,Na(+1),0.23851977264328159,NO3(-1),0.23851977264328159,2.3,22.00619945441505
synthetic_study_0,64,235,goethite,FeOOH,Se(+4),24.991532611709413,9.62276465292048,Na(+1),1.3455891930502508,NO3(-1),1.3455891930502508,2.3,5.560227078116441
synthetic_study_0,120,236,goethite,FeOOH,Se(+4),25.190551795011586,5.977849564777193,Na(+1),0.24064017795582954,NO3(-1),0.24064017795582954,2.3,30.62123526175758
synthetic_study_3,138,237,goethite,FeOOH,Se(+4),25.092891107229292,4.4792875016770575,Na(+1),0.0937748374653833,NO3(-1),0.0937748374653833,2.3,71.63391873149615
synthetic_study_3,130,238,goethite,FeOOH,Se(+4),24.597162215260237,8.746770548531849,Na(+1),0.008292136453723864,NO3(-1),0.008292136453723864,2.3,0.7355399103622571
synthetic_study_0,56,239,goethite,FeOOH,Se(+4),25.31582551459446,7.015883519297725,Na(+1),0.014670283157854668,NO3(-1),0.014670283157854668,2.3,16.54864013765687
synthetic_study_1,108,240,goethite,FeOOH,Se(+4),24.69216964895786,3.5741784820174187,Na(+1),0.0012512422614288686,NO3(-1),0.0012512422614288686,2.3,83.42637197802917
synthetic_study_2,21,241,goethite,FeOOH,Se(+4),24.929188882200034,5.138538512019302,Na(+1),0.007885573733398153,NO3(-1),0.007885573733398153,2.3,56.198631226690246
synthetic_study_2,57,242,goethite,FeOOH,Se(+4),25.173176491065544,3.214294640547241,Na(+1),0.08771010764665556,NO3(-1),0.08771010764665556,2.3,92.52788668617603
synthetic_study_0,57,243,goethite,FeOOH,Se(+4),24.963674506074568,6.830150555862001,Na(+1),0.051729424591661,NO3(-1),0.051729424591661,2.3,15.35023059870752
synthetic_study_0,133,244,goethite,FeOOH,Se(+4),24.725361943634798,3.699504819544628,Na(+1),0.0025486075608470568,NO3(-1),0.0025486075608470568,2.3,80.3387779826913
synthetic_study_1,27,245,goethite,FeOOH,Se(+4),24.777930684669847,8.227116735194022,Na(+1),0.013784211742933254,NO3(-1),0.013784211742933254,2.3,4.196044970155379
synthetic_study_1,147,246,goethite,FeOOH,Se(+4),24.85543648718831,6.944059120320147,Na(+1),0.0659797872890279,NO3(-1),0.0659797872890279,2.3,10.527013427275902
synthetic_study_3,130,247,goethite,FeOOH,Se(+4),25.437272976536597,10.268625136271137,Na(+1),0.05414636511317273,NO3(-1),0.05414636511317273,2.3,0.0
synthetic_study_2,33,248,goethite,FeOOH,Se(+4),24.598688904979195,2.5931297138887164,Na(+1),0.002838192884484491,NO3(-1),0.002838192884484491,2.3,91.36515077376042
synthetic_study_1,64,249,goethite,FeOOH,Se(+4),25.314745374120225,8.228891185320812,Na(+1),0.5520692122012713,NO3(-1),0.5520692122012713,2.3,2.922504388656794
synthetic_study_2,40,250,goethite,FeOOH,Se(+4),24.600260115682236,4.129439861208384,Na(+1),0.6732261688346219,NO3(-1),0.6732261688346219,2.3,79.49047502011985
synthetic_study_1,75,251,goethite,FeOOH,Se(+4),24.84143556335145,2.775837148028926,Na(+1),0.6799744678247045,NO3(-1),0.6799744678247045,2.3,103.96248982368144
synthetic_study_3,84,252,goethite,FeOOH,Se(+4),25.146604744344653,7.525367253775526,Na(+1),0.12817353506548765,NO3(-1),0.12817353506548765,2.3,7.255310368212171
synthetic_study_0,122,253,goethite,FeOOH,Se(+4),24.764410447811304,6.8657228754854716,Na(+1),0.32917088100750974,NO3(-1),0.32917088100750974,2.3,15.295599720083224
synthetic_study_3,5,254,goethite,FeOOH,Se(+4),24.97120548448931,4.918928653522231,Na(+1),0.40503729197669947,NO3(-1),0.40503729197669947,2.3,68.66440194161312
synthetic_study_0,133,255,goethite,FeOOH,Se(+4),24.909843921097096,6.558640317722646,Na(+1),0.04386997067854735,NO3(-1),0.04386997067854735,2.3,22.202214119783964
synthetic_study_2,133,256,goethite,FeOOH,Se(+4),24.712491850568025,2.940726961220027,Na(+1),0.0035049536603287586,NO3(-1),0.0035049536603287586,2.3,87.98174582855042
synthetic_study_2,101,257,goethite,FeOOH,Se(+4),25.493053220859792,5.917432474106409,Na(+1),0.01959284622373421,NO3(-1),0.01959284622373421,2.3,33.527140476889095
synthetic_study_2,130,258,goethite,FeOOH,Se(+4),24.9477533682977,7.1148634459258435,Na(+1),0.17822449226987228,NO3(-1),0.17822449226987228,2.3,16.420313615416728
synthetic_study_3,87,259,goethite,FeOOH,Se(+4),25.461487436954677,9.497682794894647,Na(+1),0.2774094853037464,NO3(-1),0.2774094853037464,2.3,0.0
synthetic_study_0,122,260,goethite,FeOOH,Se(+4),24.36307971916549,9.277444295190861,Na(+1),0.002332351822900318,NO3(-1),0.002332351822900318,2.3,0.3070679274632464
synthetic_study_3,96,261,goethite,FeOOH,Se(+4),25.324599860323,8.877724010490613,Na(+1),0.0024208029495221984,NO3(-1),0.0024208029495221984,2.3,4.174461675459422
synthetic_study_2,41,262,goethite,FeOOH,Se(+4),24.994360933559648,9.875948599277267,Na(+1),0.012793135333667093,NO3(-1),0.012793135333667093,2.3,4.155299400772552
synthetic_study_2,122,263,goethite,FeOOH,Se(+4),24.960549915879255,5.844667671491427,Na(+1),1.7522138574132644,NO3(-1),1.7522138574132644,2.3,38.90831455448492
synthetic_study_2,106,264,goethite,FeOOH,Se(+4),25.33482641063482,6.0923964174293435,Na(+1),0.0029010884834895453,NO3(-1),0.0029010884834895453,2.3,27.57771326601991
synthetic_study_3,52,265,goethite,FeOOH,Se(+4),25.273094574263666,2.573570070990624,Na(+1),0.0013941558360436315,NO3(-1),0.0013941558360436315,2.3,95.41175590968395
synthetic_study_2,127,266,goethite,FeOOH,Se(+4),25.37335197798082,6.158698711586414,Na(+1),0.004652185969770468,NO3(-1),0.004652185969770468,2.3,18.638270115597415
synthetic_study_1,126,267,goethite,FeOOH,Se(+4),25.247947114625042,6.572757754761551,Na(+1),0.2884550739174791,NO3(-1),0.2884550739174791,2.3,20.278724133405895
synthetic_study_2,127,268,goethite,FeOOH,Se(+4),24.924772939353755,6.941452886088196,Na(+1),1.2864567331691483,NO3(-1),1.2864567331691483,2.3,24.485545288135484
synthetic_study_3,148,269,goethite,FeOOH,Se(+4),24.866065400310355,10.129742490126823,Na(+1),0.0013009815647769389,NO3(-1),0.0013009815647769389,2.3,1.9020088873531238
synthetic_study_0,61,270,goethite,FeOOH,Se(+4),24.844554454963916,3.1580263060151976,Na(+1),0.0017842177438468707,NO3(-1),0.0017842177438468707,2.3,80.44751348486874
synthetic_study_2,58,271,goethite,FeOOH,Se(+4),24.650583658466505,4.984760682162144,Na(+1),0.31127890246757056,NO3(-1),0.31127890246757056,2.3,56.35186183767112
synthetic_study_3,16,272,goethite,FeOOH,Se(+4),25.30292073782212,5.907771825832371,Na(+1),0.02721776279700549,NO3(-1),0.02721776279700549,2.3,37.0493764965673
synthetic_study_0,119,273,goethite,FeOOH,Se(+4),25.240074867906507,9.116331639548129,Na(+1),0.0030821673815115474,NO3(-1),0.0030821673815115474,2.3,0.822700397261466
